Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
Academy Project funding BTY;University of Jyväskylä;Branched-chain amino acid catabolism and fat oxidation;Kainulainen, Heikki;298875;27.04.2016;01.09.2016 - 31.12.2020;500.000
Academy Project funding BTY;University of Jyväskylä;Promoting safe walking among older people: Physical and cognitive training intervention among older community-dwelling sedentary men and women (PASSWORD).;Sipilä, Sarianna;296843;27.04.2016;01.09.2016 - 31.08.2021;500.000
Academy Project funding BTY;University of Jyväskylä;The ecosystem effects of rapidly evolving invasive species: A novel framework for the experimental study of nutrient fluxes.;Lopez-Sepulcre, Andres;295941;24.05.2016;01.09.2016 - 31.08.2020;455.810
Academy Project funding BTY;University of Oulu;Cellular Compartments and New Molecules Interacting in Hypoxia-Signaling and Associated Diseases;Kietzmann, Thomas;296027;27.04.2016;01.09.2016 - 31.12.2020;500.000
Academy Project funding BTY;University of Oulu;Costly female ornaments and male mate choice under different light environments;Kaitala, Arja;294664;24.05.2016;01.09.2016 - 31.08.2020;455.810
Academy Project funding BTY;University of Oulu;GPR37, a G protein-coupled receptor with a novel activation mechanism;Petäjä-Repo, Ulla;295140;27.04.2016;01.09.2016 - 31.12.2020;471.894
Academy Project funding BTY;University of Oulu;HYPOXIA RESPONSE PATHWAY AS A TARGET FOR NOVEL THERAPEUTICS;Myllyharju, Johanna;296498;27.04.2016;01.09.2016 - 31.08.2020;500.000
Academy Project funding BTY;University of Oulu;Molecular mechanisms of myocardial fibrosis;Kerkelä, Risto;297094;27.04.2016;01.09.2016 - 31.08.2020;500.000
Academy Project funding BTY;University of Oulu;THE BREAKDOWN OF IMMUNOLOGICAL SELF-TOLERANCE IN A BULLOUS PEMPHIGOID MOUSE MODEL AND IN THE ELDERLY POPULATION;Tasanen-Määttä, Kaisa;294738;27.04.2016;01.09.2016 - 31.08.2020;500.000
Academy Project funding BTY;University of Tampere -2018;Healthy cornea - stem cell based window to the world;Skottman, Heli;297886;27.04.2016;01.09.2016 - 31.12.2018;157.767
Academy Project funding BTY;University of Turku;Boosting personalized prediction of disease and treatment risks;Elo, Laura;296801;27.04.2016;01.09.2016 - 31.08.2020;499.371
Academy Project funding BTY;University of Turku;Cellular interaction dynamics in asthma – the role of cytokine signaling pathways as revealed by imaging analysis;Veres, Tibor;295083;27.04.2016;01.01.2017 - 31.08.2020;458.310
Academy Project funding BTY;University of Turku;Convergence of RAS and PP2A-activities on chromatin repressor complexes as novel mechanistic basis for oncogenesis;Westermarck, Jukka;294850;27.04.2016;01.09.2016 - 31.12.2020;500.000
Academy Project funding BTY;University of Turku;Heritability of adaptive fescue traits in changing climate;Saikkonen, Kari;326226;24.05.2016;01.09.2018 - 31.08.2021;394.302
Academy Project funding BTY;University of Turku;Innate immune signaling in viral infections: targets influenza and Ebola viruses;Julkunen, Ilkka;297329;27.04.2016;01.09.2016 - 31.08.2020;500.000
Academy Project funding BTY;University of Turku;Large-scale Subclimax in the Amazonian Lowland Forests due to Pre-Colombian Deforestation / Consortium: SUBAMAZON;Kalliola, Risto;296406;24.05.2016;01.09.2016 - 31.12.2021;429.804
Academy Project funding BTY;University of Turku;Novel insights into toxin-mediated perturbation of host cell signaling in bacterial infection;Pulliainen, Arto;295296;24.05.2016;01.09.2016 - 31.12.2020;459.599
Academy Project funding BTY;University of Turku;Tannin diversity vs. reactivity: optimizing positive impacts of ruminant feed components;Salminen, Juha-Pekka;298177;24.05.2016;01.09.2016 - 31.08.2021;479.996
Academy Project funding BTY;University of Turku;Towards a future-oriented “Energiewende”: An anticipatory multi-level approach to the decentralised renewable energy transition (FutWend) / Consortium: FutWend;Tapio, Petri;297742;24.05.2016;01.09.2016 - 31.12.2019;379.638
Academy Project funding BTY;VTT Technical Research Centre of Finland Ltd;Sugar sensing pathways in saprophytic fungi;Landowski, Christopher;298392;24.05.2016;01.09.2016 - 31.08.2020;445.770
Academy Project funding BTY;Åbo Akademi University;Integration of Proteostasis Networks by Genome-wide Transcriptional Re-programming in Cell Stress;Sistonen, Lea;297108;24.05.2016;01.09.2016 - 31.08.2020;548.940
Academy Project funding BY;Natural Resources Institute Finland;Heritability of adaptive fescue traits in changing climate;Saikkonen, Kari;295976;24.05.2016;01.09.2016 - 31.08.2018;245.376
Academy Project funding BY;Tampere University of Technology -2018;Single cell studies of transcription regulation and dynamics of small genetic circuits in Escherichia coli.;Sanches Ribeiro, Andre;295027;24.05.2016;01.09.2016 - 31.12.2018;236.989
Academy Project funding KY;Aalto University;Brave New HR? The Digitalisation of People Management / Consortium: BraveNewHR?;Mäkelä, Kristiina;298225;03.06.2016;01.09.2016 - 31.12.2020;280.000
Academy Project funding KY;Aalto University;Racisms and public communications in the hybrid media environment / Consortium: HYBRA;Turpeinen, Marko;295950;03.06.2016;01.09.2016 - 31.12.2019;234.000
Academy Project funding KY;Finnish Environment Institute;Politics, practices and the transformative potential of sustainable diets / Consortium: POPRASUS;Furman, Eeva Rebekka;296884;03.06.2016;01.09.2016 - 31.08.2020;280.000
Academy Project funding KY;Tampere University;Democratization, Mediatization and Language Practices in Britain, 1700–1950 / Consortium: DEMLANG;Pahta, Päivi;326626;03.06.2016;01.01.2019 - 31.08.2020;236.776
Academy Project funding KY;Tampere University;Racisms and public communications in the hybrid media environment / Consortium: HYBRA;Nikunen, Kaarina;326625;03.06.2016;01.01.2019 - 31.12.2019;43.356
Academy Project funding KY;University of Eastern Finland;Academic entrepreneurship as a social process: Change, diversity and sustainability / Consortium: ACE;Eriksson, Päivi;295958;03.06.2016;01.09.2016 - 31.08.2020;282.593
Academy Project funding KY;University of Eastern Finland;Narratives of bodily difference;Hänninen, Vilma;299172;03.06.2016;01.09.2016 - 31.08.2020;480.000
Academy Project funding KY;University of Eastern Finland;"Teachers’ Strategies Matters – 
Unknown Resource for Buffering the School Differences in Student Learning and Well-being";Pietarinen, Janne;295022;03.06.2016;01.09.2016 - 31.08.2020;480.000
Academy Project funding KY;University of Eastern Finland;The Integration of the Karelian Periphery in European Society: the Olonets people from the late 16th to the early 18th century;Korpela, Jukka;294504;03.06.2016;01.09.2016 - 31.12.2020;480.000
Academy Project funding KY;University of Eastern Finland;The Transformation of Soviet Republic Borders to International Borders;Smith, Jeremy;297544;03.06.2016;01.09.2016 - 31.12.2019;400.000
Academy Project funding KY;University of Eastern Finland;Traumatized Borders: Reviving subversive narratives of b/order, and Other;Kurki, Tuulikki;297533;03.06.2016;01.09.2016 - 31.08.2020;480.000
Academy Project funding KY;University of Helsinki;Bioeconomics of renewable natural resources;Tahvonen, Olli;296334;03.06.2016;01.09.2016 - 31.08.2020;474.272
Academy Project funding KY;University of Helsinki;Constituting Cultures of Compassion in Early Childhood Education;Lipponen, Lasse;299191;03.06.2016;01.09.2016 - 31.08.2020;473.146
Academy Project funding KY;University of Helsinki;Contrasting and Re-Imagining the Margins of Kinship (CoreKin);Sorainen, Anna;297957;03.06.2016;01.09.2016 - 31.08.2020;473.488
Academy Project funding KY;University of Helsinki;Democratization, Mediatization and Language Practices in Britain, 1700–1950 / Consortium: DEMLANG;Palander-Collin, Minna;295383;03.06.2016;01.09.2016 - 31.08.2020;276.087
Academy Project funding KY;University of Helsinki;Enabling the potentials of green growth: Stigma removal  from proenvironmental business and consumer behaviour / Consortium: ELPIS;Lähdesmäki, Merja;296726;03.06.2016;01.09.2016 - 31.08.2020;276.239
Academy Project funding KY;University of Helsinki;Engaging in disciplinary thinking: historical literacy practices in Finnish general upper secondary schools / Consortium: HisLit;Rantala, Jukka;294491;03.06.2016;01.09.2016 - 31.08.2020;276.104
Academy Project funding KY;University of Helsinki;Fragile cities in the global South: Societal security, environmental vulnerability and representative justice;Nygren, Anja Kaarina;295044;03.06.2016;01.09.2016 - 31.08.2021;473.845
Academy Project funding KY;University of Helsinki;Gender and Power in Reconfigured Corporatist Finland (GePoCo);Kantola, Johanna;298833;03.06.2016;01.09.2016 - 31.08.2017;32.410
Academy Project funding KY;University of Helsinki;Interdisciplining the university – prospects for sustainable knowledge production;Salmela, Mikko;298049;03.06.2016;01.09.2016 - 28.02.2021;473.575
Academy Project funding KY;University of Helsinki;MATHTRACK: Mobile gaze tracking for the study of attention and emotion in collaborative mathematical problem solving;Hannula, Markku;297856;03.06.2016;01.09.2016 - 31.08.2020;480.000
Academy Project funding KY;University of Helsinki;Minority, nation and the world: Swedish-speaking and Jewish intellectuals in Finland and the international community (1880-1980);Meinander, Henrik;297032;03.06.2016;01.09.2016 - 31.12.2021;473.546
Academy Project funding KY;University of Helsinki;Modulations of brain activity patterns during selective attention to speech;Alho, Kimmo;297848;03.06.2016;01.09.2016 - 28.02.2021;473.366
Academy Project funding KY;University of Helsinki;Politics, practices and the transformative potential of sustainable diets / Consortium: POPRASUS;Jallinoja, Piia;296883;03.06.2016;01.09.2016 - 31.08.2017;67.490
Academy Project funding KY;University of Helsinki;Racisms and public communications in the hybrid media environment / Consortium: HYBRA;Pantti, Mervi;295949;03.06.2016;01.09.2016 - 31.12.2019;230.828
Academy Project funding KY;University of Helsinki;Self-determined motivation for work and health: Investigating fluctuations and identifying effective strategies for motivational self-management;Hankonen, Nelli;318678;03.06.2016;01.09.2017 - 01.03.2021;402.850
Academy Project funding KY;University of Helsinki;Semantic domains in Akkadian texts;Lindén, Krister;298647;03.06.2016;01.09.2016 - 31.08.2020;473.505
Academy Project funding KY;University of Helsinki;The Creation of Wittgenstein;Wallgren, Thomas;296365;03.06.2016;01.09.2016 - 31.05.2021;473.513
Academy Project funding KY;University of Helsinki;The Morality of Success among the Emerging Black Middle Class in South Africa;Pietilä, Tuulikki;294988;03.06.2016;01.09.2016 - 31.12.2022;473.525
Academy Project funding KY;University of Helsinki;The Publication of the Coptic Manuscripts of the Ilves Collection;Marjanen, Antti;299291;03.06.2016;01.09.2016 - 31.08.2020;473.736
Academy Project funding KY;University of Helsinki;Transit, Trade and Travel in Europe’s south-eastern peripheries: how the Mediterranean’s relative position is shifting;Green, Sarah;297432;03.06.2016;01.09.2016 - 31.08.2020;473.409
Academy Project funding KY;University of Helsinki;Transnationalism as a Social Resource among Diaspora Communities;Wahlbeck, Östen;295417;03.06.2016;01.09.2016 - 31.08.2020;473.307
Academy Project funding KY;University of Jyväskylä;Antecedents, trajectories and mechanisms of dropping out from school and society – a 13-year follow up;Aunola, Kaisa;299506;03.06.2016;01.09.2016 - 31.08.2020;480.000
Academy Project funding KY;University of Jyväskylä;Cold Rush. Dynamics of language and identity in expanding Arctic economic hotspots.;Pietikäinen, Sari;296564;03.06.2016;01.09.2016 - 31.08.2021;480.000
Academy Project funding KY;University of Jyväskylä;Enabling the potentials of green growth: Stigma removal  from proenvironmental business and consumer behaviour / Consortium: ELPIS;Monto, Simo;298456;03.06.2016;01.09.2016 - 31.08.2020;280.000
Academy Project funding KY;University of Jyväskylä;Enabling the potentials of green growth: Stigma removal  from proenvironmental business and consumer behaviour / Consortium: ELPIS;Siltaoja, Marjo;296699;03.06.2016;01.09.2016 - 31.08.2020;280.000
Academy Project funding KY;University of Jyväskylä;Engaging in disciplinary thinking: historical literacy practices in Finnish general upper secondary schools / Consortium: HisLit;Luukka, Minna-Riitta;294487;03.06.2016;01.09.2016 - 31.12.2020;280.000
Academy Project funding KY;University of Jyväskylä;Engaging in disciplinary thinking: historical literacy practices in Finnish general upper secondary schools / Consortium: HisLit;Mikkonen, Simo;294490;03.06.2016;01.09.2016 - 31.12.2020;280.000
Academy Project funding KY;University of Jyväskylä;Exiting academics in networked knowledge societies (EANKS) / Consortium: EANKS;Välimaa, Jussi;297460;03.06.2016;01.09.2016 - 31.12.2020;280.000
Academy Project funding KY;University of Jyväskylä;Linked Ageing: Interdependencies in Housing and Care in the Course of Later Life (LinkAge);Kröger, Teppo;299053;03.06.2016;01.09.2016 - 31.08.2020;480.000
Academy Project funding KY;University of Jyväskylä;NO PAIN NO GAIN – Internal Mechanisms of Integrative, Improvisational Music Therapy in the Treatment of Depression;Erkkilä, Jaakko;298678;03.06.2016;01.09.2016 - 31.08.2020;480.000
Academy Project funding KY;University of Jyväskylä;Transforming welfare service system from the standpoint of women in vulnerable life situations;Kuronen, Marjo;294407;03.06.2016;01.09.2016 - 31.08.2020;480.000
Academy Project funding KY;University of Lapland;Indigeneity in waiting: elusive rights and the power of hope;Reid, Julian;295557;03.06.2016;01.09.2016 - 31.08.2020;480.000
Academy Project funding KY;University of Oulu;Cognitive Authorities in Everyday Health Information Environments of Young People (CogAHealth);Huotari, Maija-Leena;299112;03.06.2016;01.09.2016 - 31.08.2020;480.000
Academy Project funding KY;University of Oulu;Emotion regulation in secondary school pupils’ learning (EmReg);Järvenoja, Hanna;297686;03.06.2016;01.09.2016 - 31.08.2020;480.000
Academy Project funding KY;University of Tampere -2018;Cultural Statecraft in International Relations: The Case of Russia;Forsberg, Tuomas;298883;03.06.2016;01.09.2016 - 31.12.2018;157.091
Academy Project funding KY;University of Tampere -2018;Democratization, Mediatization and Language Practices in Britain, 1700–1950 / Consortium: DEMLANG;Pahta, Päivi;295381;03.06.2016;01.09.2016 - 31.12.2018;43.224
Academy Project funding KY;University of Tampere -2018;Racisms and public communications in the hybrid media environment / Consortium: HYBRA;Nikunen, Kaarina;295948;03.06.2016;01.09.2016 - 31.12.2018;190.644
